   1.9520117e+09   4.0303089e+07   8.8761143e+05   6.8298985e+03
   4.0303089e+07   8.8761143e+05   2.1991500e+04   1.1270853e+02
   8.8761143e+05   2.1991500e+04   7.2400000e+02   2.3660254e+00
   6.8298985e+03   1.1270853e+02   2.3660254e+00   3.6200000e+02
